application_id,applicant_type,timestamp,device_age_months,sim_age_months,completion_time_seconds,application_hour,applications_last_24h,copy_paste_count,gps_matches_address,device_value,device_value_ksh,line_type,has_kra_pin,has_nssf,iprs_verified,has_crb_record,crb_score,loan_amount,loan_term_days,monthly_income,employment_type,location,should_approve,will_default
APP_002955,legitimate,2026-01-16 10:49:02,3.5,17.3,524,14,1,2,1,high,60000,postpaid,0,1,1,0,300,5000,60,21166.22,formal,Rural,0,0
APP_002956,legitimate,2026-01-20 10:49:02,30.3,36.0,346,16,1,0,1,medium,20000,postpaid,1,1,1,0,300,20000,60,31117.02,informal,Nairobi,1,0
APP_002957,fraudster,2025-12-09 10:49:02,2.8,1.3,48,4,10,10,1,high,60000,postpaid,0,0,1,0,594,10000,60,26779.89,formal,Eldoret,0,1
APP_002958,legitimate,2026-01-09 10:49:02,40.3,5.2,770,14,1,2,1,high,60000,prepaid,0,1,1,1,599,2000,14,12812.86,informal,Rural,1,0
APP_002959,legitimate,2026-02-08 10:49:02,18.7,18.9,843,20,1,0,1,low,5000,prepaid,1,0,1,0,300,15000,90,16391.94,unemployed,Rural,0,0
APP_002960,risky,2026-01-30 10:49:02,12.6,16.2,734,14,1,0,1,high,60000,prepaid,0,1,1,1,445,3000,30,44646.4,self_employed,Rural,1,1
APP_002961,fraudster,2025-11-25 10:49:02,1.5,1.8,80,6,9,9,0,low,5000,prepaid,0,0,1,0,300,10000,90,20891.58,formal,Eldoret,0,1
APP_002962,legitimate,2026-01-18 10:49:02,65.0,4.0,476,11,1,0,1,low,5000,postpaid,1,1,1,1,561,2000,7,24832.73,informal,Kisumu,1,0
APP_002963,legitimate,2025-12-11 10:49:02,17.0,4.0,434,9,1,0,1,high,60000,postpaid,0,1,1,0,300,2000,14,38425.01,self_employed,Kisumu,0,0
APP_002964,legitimate,2025-12-18 10:49:02,28.4,36.9,397,11,1,0,1,high,60000,prepaid,1,1,1,0,300,3000,60,12440.0,informal,Rural,0,0
APP_002965,legitimate,2026-01-28 10:49:02,50.0,41.9,332,11,1,0,1,low,5000,prepaid,0,0,1,0,300,3000,30,21666.21,informal,Nairobi,0,0
APP_002966,legitimate,2025-12-03 10:49:02,21.5,2.1,717,18,1,2,0,low,5000,prepaid,0,0,1,0,300,15000,90,16217.63,self_employed,Kisumu,0,0
APP_002967,legitimate,2025-11-21 10:49:02,3.7,14.3,795,7,1,1,1,medium,20000,postpaid,0,1,1,1,334,5000,14,28263.44,self_employed,Eldoret,1,0
APP_002968,risky,2026-01-08 10:49:02,27.3,44.0,333,16,1,1,1,low,5000,postpaid,1,0,1,0,300,3000,90,76479.19,formal,Kisumu,1,0
APP_002969,legitimate,2026-02-11 10:49:02,7.0,43.8,483,12,1,2,1,medium,20000,prepaid,1,0,1,1,700,20000,90,9469.86,unemployed,Kisumu,1,0
APP_002970,risky,2026-01-11 10:49:02,42.9,10.8,666,14,1,0,1,medium,20000,prepaid,1,0,1,1,315,1000,14,15543.57,unemployed,Kisumu,1,0
APP_002971,fraudster,2025-11-19 10:49:02,1.8,1.0,73,2,5,12,0,low,5000,postpaid,0,0,1,0,605,20000,7,35554.3,informal,Rural,0,1
APP_002972,legitimate,2026-02-07 10:49:02,34.5,86.6,754,16,1,0,1,low,5000,prepaid,1,1,1,0,300,3000,7,10183.06,unemployed,Kisumu,1,0
APP_002973,good_repeat,2025-12-17 10:49:02,5.6,30.2,331,18,1,1,1,medium,20000,postpaid,0,1,1,1,403,10000,30,39029.88,informal,Mombasa,1,0
APP_002974,legitimate,2025-12-31 10:49:02,11.6,121.9,709,13,1,2,1,low,5000,prepaid,1,1,1,1,633,20000,30,63635.64,formal,Mombasa,1,0
APP_002975,risky,2026-01-08 10:49:02,5.2,11.1,638,14,1,2,1,high,60000,prepaid,0,0,1,0,300,2000,90,49814.97,formal,Eldoret,1,0
APP_002976,legitimate,2026-02-07 10:49:02,12.7,17.9,685,12,1,1,1,medium,20000,postpaid,0,0,1,0,300,5000,7,6914.27,unemployed,Kisumu,0,0
APP_002977,risky,2026-01-30 10:49:02,65.7,58.2,823,12,1,2,1,medium,20000,prepaid,1,1,1,1,394,1000,7,60841.32,formal,Mombasa,1,0
APP_002978,legitimate,2026-01-23 10:49:02,9.9,10.7,432,14,1,1,1,low,5000,postpaid,0,0,1,0,300,1000,60,73735.87,formal,Rural,0,0
APP_002979,legitimate,2026-01-07 10:49:02,15.3,46.0,671,18,1,2,1,low,5000,prepaid,0,1,1,0,300,20000,14,16478.54,unemployed,Eldoret,0,1
APP_002980,risky,2025-12-24 10:49:02,29.5,3.4,515,12,1,0,1,medium,20000,prepaid,0,1,1,0,300,20000,90,12395.06,unemployed,Nakuru,1,0
APP_002981,legitimate,2026-01-01 10:49:02,6.3,1.2,848,19,1,0,0,medium,20000,postpaid,0,0,1,0,300,1000,7,16668.16,informal,Eldoret,0,0
APP_002982,risky,2025-11-24 10:49:02,12.0,10.5,520,16,1,0,0,medium,20000,postpaid,1,0,1,0,300,20000,60,26460.72,informal,Nairobi,1,0
APP_002983,risky,2025-12-15 10:49:02,26.4,6.7,354,10,1,2,1,high,60000,postpaid,0,0,1,1,352,1000,14,52157.27,formal,Eldoret,0,0
APP_002984,good_repeat,2025-12-29 10:49:02,5.1,0.2,498,17,1,0,1,high,60000,prepaid,1,1,1,0,300,5000,14,23219.84,informal,Nairobi,1,0
APP_002985,legitimate,2025-11-19 10:49:02,4.8,3.6,769,10,1,2,1,high,60000,prepaid,0,1,1,0,300,3000,60,57917.44,self_employed,Kisumu,0,0
APP_002986,legitimate,2026-01-08 10:49:02,13.5,21.4,525,15,1,0,1,medium,20000,postpaid,0,1,1,0,300,3000,14,59956.74,self_employed,Nakuru,0,1
APP_002987,legitimate,2025-12-19 10:49:02,6.4,0.9,858,11,1,1,1,medium,20000,postpaid,1,1,1,0,300,5000,60,6108.13,unemployed,Mombasa,0,0
APP_002988,fraudster,2025-12-27 10:49:02,0.8,0.7,97,5,5,7,1,low,5000,prepaid,0,0,1,0,613,3000,30,12986.02,unemployed,Kisumu,0,1
APP_002989,legitimate,2025-12-31 10:49:02,10.9,17.3,589,10,1,2,1,high,60000,prepaid,1,0,1,0,300,5000,14,26511.63,formal,Rural,0,0
APP_002990,legitimate,2025-11-19 10:49:02,2.3,19.5,505,16,1,2,1,low,5000,prepaid,1,1,1,0,300,20000,14,15217.39,self_employed,Eldoret,0,0
APP_002991,risky,2026-01-16 10:49:02,7.1,14.0,428,13,1,2,1,high,60000,prepaid,1,1,0,1,700,2000,30,55158.59,self_employed,Nakuru,1,0
APP_002992,legitimate,2026-02-06 10:49:02,17.4,18.9,492,16,1,2,1,high,60000,postpaid,1,1,1,0,300,15000,30,28961.41,informal,Eldoret,0,0
APP_002993,risky,2025-11-23 10:49:02,13.8,27.3,808,17,1,0,1,medium,20000,postpaid,1,0,1,1,481,10000,30,68407.96,formal,Nakuru,1,0
APP_002994,risky,2025-11-28 10:49:02,9.6,34.7,844,17,1,1,1,low,5000,prepaid,1,0,1,0,300,5000,60,31790.96,self_employed,Mombasa,0,1
APP_002995,good_repeat,2026-02-11 10:49:02,15.7,1.8,707,16,1,0,1,high,60000,prepaid,1,1,1,0,300,2000,14,18496.18,unemployed,Kisumu,1,0
APP_002996,risky,2026-02-08 10:49:02,55.1,1.3,734,16,1,2,1,high,60000,postpaid,1,0,1,1,357,20000,60,35357.83,self_employed,Eldoret,0,1
APP_002997,fraudster,2026-01-17 10:49:02,0.7,0.2,91,2,3,6,0,low,5000,postpaid,0,0,1,0,691,15000,30,59466.42,formal,Kisumu,0,1
APP_002998,legitimate,2026-01-20 10:49:02,14.9,15.7,496,14,1,0,1,low,5000,prepaid,1,1,1,1,414,3000,7,77616.92,formal,Nakuru,1,0
APP_002999,risky,2025-12-22 10:49:02,24.1,35.0,750,13,1,2,0,low,5000,postpaid,1,0,1,0,300,5000,60,24273.97,informal,Nakuru,1,0
APP_003000,risky,2025-12-16 10:49:02,55.1,48.1,776,16,1,1,1,medium,20000,postpaid,1,0,0,1,417,15000,90,12059.73,unemployed,Kisumu,0,0
APP_003001,legitimate,2025-12-12 10:49:02,10.3,12.3,608,12,1,0,1,medium,20000,postpaid,1,0,0,0,300,10000,30,34323.18,informal,Kisumu,0,0
APP_003002,legitimate,2026-01-29 10:49:02,15.4,21.0,312,14,1,0,1,high,60000,prepaid,0,1,1,0,300,10000,7,19310.93,self_employed,Mombasa,0,0
APP_003003,good_repeat,2026-02-08 10:49:02,2.0,46.9,799,18,1,2,1,medium,20000,prepaid,1,0,1,1,483,5000,90,17646.32,unemployed,Nairobi,1,0
APP_003004,risky,2026-01-02 10:49:02,0.9,29.3,365,13,1,2,1,low,5000,postpaid,1,1,1,0,300,10000,60,49785.43,self_employed,Kisumu,1,1
APP_003005,fraudster,2026-01-24 10:49:02,1.2,0.9,43,6,4,12,1,medium,20000,prepaid,0,0,1,0,300,3000,7,31183.28,informal,Nairobi,0,1
APP_003006,good_repeat,2026-01-23 10:49:02,47.5,21.4,350,17,1,2,1,medium,20000,prepaid,1,0,1,0,300,5000,30,15088.82,self_employed,Rural,1,0
APP_003007,legitimate,2026-01-20 10:49:02,6.3,10.5,881,15,1,2,1,medium,20000,prepaid,0,0,1,0,300,10000,60,19145.36,unemployed,Mombasa,0,0
APP_003008,legitimate,2026-01-22 10:49:02,42.6,55.5,392,14,1,1,1,low,5000,prepaid,0,1,1,0,300,15000,60,28825.02,self_employed,Nairobi,0,1
APP_003009,fraudster,2026-02-09 10:49:02,1.5,0.0,112,0,3,5,1,high,60000,prepaid,0,0,1,0,300,20000,60,27029.76,informal,Kisumu,0,1
APP_003010,fraudster,2026-01-11 10:49:02,2.8,1.4,106,2,7,14,0,high,60000,prepaid,0,0,1,0,482,3000,30,43707.75,self_employed,Eldoret,0,1
APP_003011,risky,2026-01-22 10:49:02,13.6,9.3,845,12,1,1,1,low,5000,prepaid,1,1,1,0,300,3000,14,12529.78,unemployed,Nakuru,1,0
APP_003012,fraudster,2026-01-01 10:49:02,2.5,1.5,43,2,5,12,0,high,60000,postpaid,0,0,1,0,300,10000,30,15328.9,unemployed,Nakuru,0,1
APP_003013,fraudster,2026-01-17 10:49:02,1.9,0.4,95,1,3,7,0,medium,20000,postpaid,0,0,1,0,300,3000,14,39497.23,informal,Rural,0,1
APP_003014,legitimate,2025-11-20 10:49:02,35.4,28.9,449,14,1,1,1,medium,20000,postpaid,1,1,1,1,700,10000,90,17239.52,unemployed,Rural,1,0
APP_003015,legitimate,2025-12-29 10:49:02,1.7,15.4,662,16,1,2,1,high,60000,prepaid,1,0,1,1,443,5000,60,67540.27,formal,Mombasa,1,0
APP_003016,risky,2025-12-05 10:49:02,19.5,58.1,589,12,1,0,1,low,5000,prepaid,1,0,1,0,300,5000,14,12074.01,informal,Nairobi,0,0
APP_003017,legitimate,2025-11-28 10:49:02,9.3,5.6,514,16,1,1,1,low,5000,postpaid,1,0,1,0,300,15000,30,42147.43,formal,Rural,0,0
APP_003018,risky,2025-12-27 10:49:02,24.8,48.7,755,15,1,0,1,low,5000,prepaid,0,1,1,0,300,1000,14,12321.83,unemployed,Kisumu,0,0
APP_003019,legitimate,2025-11-23 10:49:02,13.8,33.5,639,12,1,0,1,high,60000,prepaid,0,1,1,1,408,2000,60,11257.72,unemployed,Nakuru,1,0
APP_003020,legitimate,2026-01-21 10:49:02,8.9,17.2,485,13,1,0,1,low,5000,postpaid,1,1,1,1,479,1000,30,35968.09,formal,Rural,1,1
APP_003021,legitimate,2026-02-05 10:49:02,8.0,8.2,837,16,1,0,1,high,60000,postpaid,1,0,1,0,300,2000,90,35011.86,informal,Eldoret,0,0
APP_003022,legitimate,2025-12-10 10:49:02,59.0,25.4,480,14,1,2,1,medium,20000,postpaid,1,0,1,0,300,2000,90,36985.62,self_employed,Mombasa,0,0
APP_003023,good_repeat,2026-02-10 10:49:02,32.8,17.9,590,14,1,0,1,high,60000,postpaid,1,1,1,1,354,3000,30,46137.05,self_employed,Rural,1,0
APP_003024,risky,2025-12-03 10:49:02,14.6,32.6,862,12,1,0,0,medium,20000,prepaid,1,1,1,1,374,20000,60,12901.19,unemployed,Nairobi,1,0
APP_003025,risky,2026-02-12 10:49:02,8.1,76.9,689,18,1,2,1,medium,20000,postpaid,1,1,1,0,300,20000,14,26995.55,informal,Kisumu,1,1
APP_003026,legitimate,2026-01-17 10:49:02,25.0,7.4,703,12,1,0,1,low,5000,postpaid,1,1,1,0,300,5000,14,17640.05,unemployed,Rural,0,0
APP_003027,legitimate,2025-12-29 10:49:02,15.3,53.9,790,16,1,0,1,low,5000,postpaid,0,1,1,0,300,5000,30,49431.99,formal,Kisumu,0,0
APP_003028,fraudster,2025-11-18 10:49:02,1.2,1.8,104,4,5,6,0,medium,20000,postpaid,0,0,1,0,300,5000,7,19709.73,informal,Kisumu,0,1
APP_003029,risky,2025-11-27 10:49:02,40.0,45.2,429,13,1,2,1,low,5000,prepaid,1,1,1,1,523,20000,14,34494.85,self_employed,Rural,1,0
APP_003030,legitimate,2025-11-17 10:49:02,8.7,65.4,468,17,1,2,1,low,5000,postpaid,1,0,1,0,300,10000,60,13375.33,unemployed,Mombasa,1,0
APP_003031,legitimate,2025-11-18 10:49:02,10.2,18.6,498,20,1,1,1,low,5000,postpaid,0,1,1,1,329,3000,7,10632.51,unemployed,Mombasa,1,0
APP_003032,good_repeat,2026-02-03 10:49:02,11.4,1.2,377,13,1,2,1,high,60000,postpaid,0,1,1,0,300,20000,90,16163.82,informal,Eldoret,1,0
APP_003033,legitimate,2026-01-23 10:49:02,16.0,3.6,528,17,1,2,1,low,5000,postpaid,0,1,1,0,300,5000,7,32505.85,informal,Rural,0,0
APP_003034,legitimate,2025-11-26 10:49:02,0.1,6.8,521,12,1,0,1,low,5000,prepaid,1,0,1,0,300,2000,7,16020.15,unemployed,Eldoret,0,0
APP_003035,fraudster,2026-01-07 10:49:02,1.3,1.3,56,6,7,15,1,low,5000,postpaid,0,0,1,0,300,15000,60,12033.16,unemployed,Kisumu,0,1
APP_003036,legitimate,2026-01-02 10:49:02,4.1,4.8,833,14,1,1,1,low,5000,postpaid,1,0,1,1,528,3000,14,31173.71,informal,Rural,1,0
APP_003037,legitimate,2025-12-26 10:49:02,3.8,8.1,511,16,1,2,1,low,5000,postpaid,1,0,1,1,561,1000,60,11415.25,unemployed,Eldoret,1,0
APP_003038,fraudster,2026-01-31 10:49:02,2.0,0.0,114,4,5,11,1,high,60000,postpaid,0,0,1,0,300,5000,30,9067.15,unemployed,Nairobi,0,1
APP_003039,fraudster,2025-12-10 10:49:02,0.8,0.4,54,4,7,8,0,low,5000,postpaid,0,0,1,0,300,1000,90,10231.9,informal,Eldoret,0,1
APP_003040,legitimate,2026-01-16 10:49:02,11.0,1.8,532,13,1,0,1,high,60000,prepaid,0,1,1,0,300,1000,90,50357.2,formal,Eldoret,0,0
APP_003041,fraudster,2025-12-20 10:49:02,2.6,1.9,78,6,5,6,0,high,60000,prepaid,0,0,1,0,300,1000,7,77912.93,formal,Nakuru,0,1
APP_003042,risky,2025-12-24 10:49:02,23.3,1.7,710,14,1,1,1,low,5000,postpaid,0,1,1,1,519,10000,14,25310.97,informal,Rural,1,1
APP_003043,risky,2025-12-13 10:49:02,61.9,15.6,502,11,1,2,1,low,5000,postpaid,0,0,1,1,639,3000,90,13471.63,informal,Nairobi,0,1
APP_003044,risky,2026-01-30 10:49:02,3.7,14.0,556,14,1,0,1,medium,20000,prepaid,1,0,1,0,300,2000,30,16301.82,unemployed,Kisumu,0,1
APP_003045,legitimate,2026-02-10 10:49:02,17.7,18.5,657,11,1,1,1,medium,20000,postpaid,1,0,1,0,300,15000,14,20466.77,self_employed,Mombasa,0,0
APP_003046,legitimate,2026-01-26 10:49:02,19.5,3.0,469,8,1,0,1,high,60000,postpaid,1,0,1,0,300,3000,60,28705.5,self_employed,Rural,0,0
APP_003047,legitimate,2025-12-31 10:49:02,50.7,34.5,808,15,1,1,1,low,5000,prepaid,1,1,1,0,300,5000,60,51963.64,self_employed,Mombasa,0,1
APP_003048,legitimate,2025-12-13 10:49:02,64.7,0.9,761,11,1,1,1,medium,20000,postpaid,0,1,1,1,437,10000,90,15346.0,unemployed,Nairobi,1,0
APP_003049,risky,2025-12-17 10:49:02,0.2,6.7,475,10,1,1,1,low,5000,prepaid,0,0,1,1,573,20000,14,53876.38,self_employed,Nairobi,0,0
APP_003050,risky,2025-11-28 10:49:02,12.8,52.5,381,11,1,2,1,medium,20000,postpaid,1,0,1,1,658,20000,7,17269.9,unemployed,Rural,1,1
APP_003051,legitimate,2026-01-30 10:49:02,8.4,14.6,887,15,1,1,1,medium,20000,postpaid,1,0,1,1,389,10000,30,27562.29,informal,Rural,1,0
APP_003052,fraudster,2025-11-20 10:49:02,3.0,0.1,31,5,7,5,1,high,60000,postpaid,0,0,1,0,560,2000,14,32669.91,formal,Eldoret,0,1
APP_003053,legitimate,2026-01-06 10:49:02,8.2,5.7,538,18,1,1,1,high,60000,prepaid,1,0,1,0,300,15000,90,12889.29,unemployed,Nakuru,0,0
APP_003054,legitimate,2025-11-27 10:49:02,26.9,16.0,600,12,1,2,1,medium,20000,postpaid,1,0,1,1,440,1000,60,33753.14,self_employed,Rural,1,0
APP_003055,legitimate,2025-12-25 10:49:02,3.3,36.0,525,14,1,2,1,low,5000,postpaid,0,1,1,1,344,15000,14,32857.75,informal,Mombasa,1,0
APP_003056,legitimate,2026-01-27 10:49:02,10.8,20.8,813,13,1,2,1,low,5000,postpaid,0,0,1,1,496,3000,7,39881.16,informal,Rural,1,0
APP_003057,legitimate,2026-02-07 10:49:02,10.0,22.4,357,19,1,0,1,medium,20000,postpaid,1,1,1,0,300,20000,90,42008.5,self_employed,Nairobi,0,0
APP_003058,legitimate,2026-01-18 10:49:02,3.0,25.0,893,16,1,2,1,low,5000,prepaid,1,1,1,1,557,2000,90,5806.06,unemployed,Nakuru,1,0
APP_003059,fraudster,2026-01-19 10:49:02,1.3,0.9,36,5,10,11,0,low,5000,prepaid,0,0,1,0,300,3000,14,40666.89,formal,Nakuru,0,1
APP_003060,good_repeat,2026-02-07 10:49:02,0.9,12.6,849,11,1,2,1,high,60000,postpaid,1,1,1,1,401,3000,14,30695.14,formal,Mombasa,1,0
APP_003061,legitimate,2026-01-13 10:49:02,28.6,23.9,759,16,1,2,1,low,5000,prepaid,0,1,1,0,300,15000,30,36533.62,informal,Nairobi,0,0
APP_003062,legitimate,2025-12-15 10:49:02,15.9,10.5,422,21,1,2,1,high,60000,postpaid,1,1,1,0,300,20000,60,35351.22,informal,Mombasa,0,0
APP_003063,fraudster,2026-01-01 10:49:02,2.8,1.6,95,0,7,7,1,low,5000,prepaid,0,0,1,0,454,1000,30,74175.13,formal,Rural,0,1
APP_003064,good_repeat,2025-11-26 10:49:02,10.2,5.4,739,17,1,1,1,low,5000,prepaid,0,0,1,1,416,3000,90,17247.04,unemployed,Rural,1,0
APP_003065,good_repeat,2025-12-20 10:49:02,28.5,5.4,719,14,1,2,1,medium,20000,postpaid,0,0,1,0,300,5000,30,16683.02,unemployed,Kisumu,1,0
APP_003066,legitimate,2025-11-28 10:49:02,44.8,29.4,762,15,1,0,1,medium,20000,postpaid,0,1,1,0,300,10000,90,35628.1,informal,Nakuru,0,0
APP_003067,risky,2026-01-07 10:49:02,23.1,2.1,595,11,1,2,1,high,60000,postpaid,0,0,1,0,300,5000,14,28773.79,self_employed,Rural,0,0
APP_003068,good_repeat,2026-02-02 10:49:02,27.8,9.9,300,17,1,0,1,high,60000,postpaid,1,0,1,1,476,5000,30,48200.41,self_employed,Mombasa,1,0
APP_003069,risky,2025-12-05 10:49:02,3.4,10.0,813,14,1,1,1,high,60000,postpaid,1,0,1,1,325,15000,14,32571.22,formal,Eldoret,1,0
APP_003070,risky,2026-01-03 10:49:02,26.0,2.4,541,10,1,1,1,medium,20000,prepaid,0,1,1,0,300,3000,30,36785.02,self_employed,Nairobi,1,0
APP_003071,legitimate,2026-01-24 10:49:02,7.8,43.6,647,11,1,1,1,low,5000,postpaid,0,1,1,0,300,3000,60,15857.65,self_employed,Rural,0,0
APP_003072,legitimate,2026-01-25 10:49:02,27.0,21.7,483,9,1,0,1,high,60000,prepaid,0,1,1,1,626,15000,60,12941.34,informal,Rural,1,0
APP_003073,risky,2026-01-12 10:49:02,2.3,43.0,554,16,1,0,1,medium,20000,postpaid,1,0,1,0,300,15000,90,48877.13,formal,Mombasa,0,0
APP_003074,legitimate,2025-11-24 10:49:02,22.0,20.7,763,14,1,2,1,medium,20000,postpaid,0,0,1,0,300,20000,60,14045.68,unemployed,Eldoret,0,0
APP_003075,legitimate,2025-12-18 10:49:02,4.1,13.5,777,15,1,0,1,high,60000,prepaid,1,0,1,0,300,20000,60,20364.94,informal,Mombasa,0,0
APP_003076,legitimate,2026-01-15 10:49:02,12.3,1.4,822,14,1,1,1,medium,20000,postpaid,0,0,1,0,300,20000,90,24397.67,informal,Eldoret,0,1
APP_003077,risky,2025-11-27 10:49:02,0.5,62.1,515,19,1,0,1,medium,20000,prepaid,1,0,1,0,300,15000,14,37874.94,informal,Eldoret,0,1
APP_003078,risky,2025-12-07 10:49:02,34.4,17.8,334,12,1,1,1,medium,20000,prepaid,1,0,1,1,468,5000,60,11853.62,unemployed,Nakuru,1,1
APP_003079,risky,2025-12-03 10:49:02,8.1,7.1,877,15,1,2,1,low,5000,postpaid,1,0,1,0,300,10000,60,55832.07,self_employed,Rural,1,1
APP_003080,legitimate,2025-11-17 10:49:02,15.4,53.0,319,14,1,0,1,high,60000,prepaid,1,1,1,0,300,15000,14,14542.77,informal,Rural,0,1
APP_003081,legitimate,2025-12-29 10:49:02,18.9,15.5,412,13,1,1,1,high,60000,postpaid,0,1,1,0,300,2000,14,15964.72,self_employed,Nairobi,0,0
APP_003082,good_repeat,2025-11-19 10:49:02,36.5,8.3,409,17,1,1,1,medium,20000,postpaid,1,1,1,0,300,1000,7,7098.07,unemployed,Nakuru,1,0
APP_003083,risky,2026-01-24 10:49:02,2.5,46.4,806,16,1,2,1,high,60000,postpaid,1,1,0,0,300,10000,90,11505.35,unemployed,Rural,1,1
APP_003084,risky,2026-01-08 10:49:02,50.0,1.3,885,14,1,2,1,low,5000,postpaid,1,1,1,1,300,15000,14,47437.58,self_employed,Kisumu,0,0
APP_003085,good_repeat,2026-01-24 10:49:02,17.7,37.9,492,14,1,1,1,low,5000,postpaid,1,0,1,0,300,15000,60,7136.3,unemployed,Kisumu,1,0
APP_003086,legitimate,2025-12-22 10:49:02,5.9,19.5,557,11,1,1,1,low,5000,postpaid,0,0,1,0,300,5000,30,71364.03,formal,Rural,0,0
APP_003087,risky,2025-11-19 10:49:02,30.3,22.4,890,15,1,2,1,high,60000,postpaid,1,1,1,1,485,1000,30,25814.41,self_employed,Nakuru,1,0
APP_003088,legitimate,2025-12-31 10:49:02,2.1,16.9,858,15,1,2,1,medium,20000,prepaid,0,0,0,0,300,20000,90,77055.62,formal,Nairobi,0,0
APP_003089,good_repeat,2025-12-07 10:49:02,1.6,83.8,431,7,1,2,1,medium,20000,prepaid,0,0,1,0,300,2000,14,38222.43,formal,Rural,1,0
APP_003090,good_repeat,2025-12-01 10:49:02,1.2,23.4,485,15,1,0,1,high,60000,postpaid,0,0,1,0,300,1000,14,39009.89,formal,Mombasa,1,0
APP_003091,legitimate,2026-01-27 10:49:02,15.8,7.9,847,13,1,1,1,high,60000,postpaid,0,0,1,1,555,2000,60,59047.4,formal,Nairobi,1,0
APP_003092,fraudster,2025-12-09 10:49:02,1.5,0.1,102,5,4,6,1,medium,20000,prepaid,0,0,1,0,300,3000,30,26356.76,informal,Nakuru,0,1
APP_003093,fraudster,2025-12-02 10:49:02,2.3,1.8,65,0,6,5,0,medium,20000,postpaid,0,0,0,0,300,1000,90,32321.41,informal,Rural,0,1
APP_003094,legitimate,2026-01-14 10:49:02,8.4,2.0,691,18,1,0,1,high,60000,postpaid,1,1,1,0,300,10000,7,27255.3,self_employed,Kisumu,0,0
APP_003095,fraudster,2026-01-25 10:49:02,2.8,0.9,119,5,10,6,1,low,5000,postpaid,0,0,1,0,300,5000,7,32959.98,self_employed,Eldoret,0,1
APP_003096,legitimate,2025-11-19 10:49:02,1.0,8.0,814,9,1,2,1,low,5000,postpaid,1,1,1,0,300,1000,30,71543.71,formal,Nairobi,0,0
APP_003097,risky,2025-11-16 10:49:02,30.8,2.0,432,12,1,1,1,medium,20000,postpaid,1,0,1,0,300,3000,90,70065.61,formal,Nairobi,1,0
APP_003098,legitimate,2025-11-30 10:49:02,17.1,4.0,497,17,1,2,1,high,60000,postpaid,1,0,1,0,300,5000,30,23850.07,informal,Eldoret,0,0
APP_003099,legitimate,2026-01-05 10:49:02,1.2,5.8,414,12,1,0,1,low,5000,postpaid,1,0,1,1,423,3000,60,74556.94,formal,Nairobi,1,0
APP_003100,legitimate,2025-12-05 10:49:02,13.0,21.3,705,15,1,0,1,high,60000,prepaid,1,0,1,1,613,2000,14,11750.27,unemployed,Mombasa,1,1
APP_003101,legitimate,2026-01-19 10:49:02,16.9,12.7,431,6,1,0,1,low,5000,prepaid,1,0,1,0,300,20000,7,19260.66,informal,Nairobi,0,0
APP_003102,risky,2026-02-08 10:49:02,33.2,6.3,408,11,1,1,1,medium,20000,postpaid,0,1,1,0,300,20000,90,64875.11,formal,Kisumu,1,1
APP_003103,legitimate,2025-11-17 10:49:02,0.1,25.3,729,14,1,2,1,high,60000,prepaid,0,0,1,1,483,1000,30,24939.22,self_employed,Eldoret,1,0
APP_003104,risky,2026-01-30 10:49:02,35.3,1.9,883,13,1,1,1,medium,20000,prepaid,1,1,1,0,300,15000,7,54596.09,self_employed,Eldoret,1,1
APP_003105,legitimate,2025-12-23 10:49:02,16.9,7.7,754,11,1,2,1,medium,20000,postpaid,1,1,1,0,300,1000,60,22132.02,formal,Nairobi,0,0
APP_003106,good_repeat,2025-12-12 10:49:02,22.7,21.7,549,11,1,0,1,medium,20000,postpaid,1,0,1,1,569,15000,60,24928.76,informal,Nakuru,1,0
APP_003107,legitimate,2025-12-27 10:49:02,32.4,13.1,516,17,1,2,1,low,5000,prepaid,1,0,1,1,521,2000,90,70084.83,formal,Kisumu,1,0
APP_003108,legitimate,2026-01-19 10:49:02,35.9,11.1,461,15,1,1,1,low,5000,postpaid,0,1,1,0,300,2000,30,59552.41,formal,Eldoret,0,0
APP_003109,legitimate,2025-12-17 10:49:02,10.2,5.1,516,11,1,2,1,medium,20000,prepaid,1,1,1,1,651,2000,60,36366.96,self_employed,Mombasa,1,0
APP_003110,good_repeat,2026-01-23 10:49:02,6.7,9.3,646,17,1,0,1,low,5000,prepaid,1,1,1,0,300,5000,7,13363.48,unemployed,Nakuru,1,0
APP_003111,legitimate,2025-12-18 10:49:02,7.5,27.4,627,15,1,2,1,high,60000,postpaid,0,0,1,0,300,15000,60,15679.79,self_employed,Eldoret,0,0
APP_003112,legitimate,2026-01-07 10:49:02,4.6,2.0,819,12,1,0,1,low,5000,postpaid,1,0,1,0,300,10000,7,6870.58,unemployed,Eldoret,0,1
APP_003113,legitimate,2025-12-20 10:49:02,37.4,47.0,497,18,1,0,0,medium,20000,postpaid,0,0,1,1,422,3000,7,56485.0,self_employed,Eldoret,1,0
APP_003114,legitimate,2026-01-13 10:49:02,14.7,46.0,628,14,1,0,1,high,60000,prepaid,1,1,1,0,300,10000,7,28767.18,self_employed,Nairobi,0,0
APP_003115,legitimate,2026-01-20 10:49:02,12.0,10.5,876,8,1,0,1,medium,20000,postpaid,1,0,1,0,300,15000,30,41042.19,formal,Nairobi,0,0
